日付,製品コード,製品,販売数,単価,売上金額,曜日,月,年
2024-04-14,P001,製品A,68,1000,68000,日,4,2024
2024-04-14,P002,製品B,110,1500,165000,日,4,2024
2024-04-14,P003,製品C,146,2000,292000,日,4,2024
2024-04-14,P004,製品D,161,2500,402500,日,4,2024
2024-04-14,P005,製品E,184,3000,552000,日,4,2024
2024-04-15,P001,製品A,144,1000,144000,月,4,2024
2024-04-15,P002,製品B,164,1500,246000,月,4,2024
2024-04-15,P003,製品C,231,2000,462000,月,4,2024
2024-04-15,P004,製品D,363,2500,907500,月,4,2024
2024-04-15,P005,製品E,439,3000,1317000,月,4,2024
2024-04-16,P001,製品A,135,1000,135000,火,4,2024
2024-04-16,P002,製品B,218,1500,327000,火,4,2024
2024-04-16,P003,製品C,236,2000,472000,火,4,2024
2024-04-16,P004,製品D,321,2500,802500,火,4,2024
2024-04-16,P005,製品E,429,3000,1287000,火,4,2024
2024-04-17,P001,製品A,112,1000,112000,水,4,2024
2024-04-17,P002,製品B,192,1500,288000,水,4,2024
2024-04-17,P003,製品C,271,2000,542000,水,4,2024
2024-04-17,P004,製品D,359,2500,897500,水,4,2024
2024-04-17,P005,製品E,386,3000,1158000,水,4,2024
2024-04-18,P001,製品A,125,1000,125000,木,4,2024
2024-04-18,P002,製品B,189,1500,283500,木,4,2024
2024-04-18,P003,製品C,283,2000,566000,木,4,2024
2024-04-18,P004,製品D,292,2500,730000,木,4,2024
2024-04-18,P005,製品E,362,3000,1086000,木,4,2024
2024-04-19,P001,製品A,132,1000,132000,金,4,2024
2024-04-19,P002,製品B,191,1500,286500,金,4,2024
2024-04-19,P003,製品C,268,2000,536000,金,4,2024
2024-04-19,P004,製品D,280,2500,700000,金,4,2024
2024-04-19,P005,製品E,369,3000,1107000,金,4,2024
2024-04-20,P001,製品A,84,1000,84000,土,4,2024
2024-04-20,P002,製品B,143,1500,214500,土,4,2024
2024-04-20,P003,製品C,161,2000,322000,土,4,2024
2024-04-20,P004,製品D,214,2500,535000,土,4,2024
2024-04-20,P005,製品E,285,3000,855000,土,4,2024
2024-04-21,P001,製品A,56,1000,56000,日,4,2024
2024-04-21,P002,製品B,86,1500,129000,日,4,2024
2024-04-21,P003,製品C,127,2000,254000,日,4,2024
2024-04-21,P004,製品D,154,2500,385000,日,4,2024
2024-04-21,P005,製品E,211,3000,633000,日,4,2024
2024-04-22,P001,製品A,113,1000,113000,月,4,2024
2024-04-22,P002,製品B,168,1500,252000,月,4,2024
2024-04-22,P003,製品C,279,2000,558000,月,4,2024
2024-04-22,P004,製品D,342,2500,855000,月,4,2024
2024-04-22,P005,製品E,414,3000,1242000,月,4,2024
2024-04-23,P001,製品A,113,1000,113000,火,4,2024
2024-04-23,P002,製品B,206,1500,309000,火,4,2024
2024-04-23,P003,製品C,289,2000,578000,火,4,2024
2024-04-23,P004,製品D,362,2500,905000,火,4,2024
2024-04-23,P005,製品E,411,3000,1233000,火,4,2024
2024-04-24,P001,製品A,124,1000,124000,水,4,2024
2024-04-24,P002,製品B,198,1500,297000,水,4,2024
2024-04-24,P003,製品C,219,2000,438000,水,4,2024
2024-04-24,P004,製品D,316,2500,790000,水,4,2024
2024-04-24,P005,製品E,370,3000,1110000,水,4,2024
2024-04-25,P001,製品A,136,1000,136000,木,4,2024
2024-04-25,P002,製品B,171,1500,256500,木,4,2024
2024-04-25,P003,製品C,261,2000,522000,木,4,2024
2024-04-25,P004,製品D,345,2500,862500,木,4,2024
2024-04-25,P005,製品E,332,3000,996000,木,4,2024
2024-04-26,P001,製品A,139,1000,139000,金,4,2024
2024-04-26,P002,製品B,172,1500,258000,金,4,2024
2024-04-26,P003,製品C,273,2000,546000,金,4,2024
2024-04-26,P004,製品D,293,2500,732500,金,4,2024
2024-04-26,P005,製品E,416,3000,1248000,金,4,2024
2024-04-27,P001,製品A,81,1000,81000,土,4,2024
2024-04-27,P002,製品B,118,1500,177000,土,4,2024
2024-04-27,P003,製品C,170,2000,340000,土,4,2024
2024-04-27,P004,製品D,198,2500,495000,土,4,2024
2024-04-27,P005,製品E,279,3000,837000,土,4,2024
2024-04-28,P001,製品A,71,1000,71000,日,4,2024
2024-04-28,P002,製品B,89,1500,133500,日,4,2024
2024-04-28,P003,製品C,133,2000,266000,日,4,2024
2024-04-28,P004,製品D,163,2500,407500,日,4,2024
2024-04-28,P005,製品E,199,3000,597000,日,4,2024
2024-04-29,P001,製品A,134,1000,134000,月,4,2024
2024-04-29,P002,製品B,170,1500,255000,月,4,2024
2024-04-29,P003,製品C,274,2000,548000,月,4,2024
2024-04-29,P004,製品D,351,2500,877500,月,4,2024
2024-04-29,P005,製品E,429,3000,1287000,月,4,2024
2024-04-30,P001,製品A,125,1000,125000,火,4,2024
2024-04-30,P002,製品B,214,1500,321000,火,4,2024
2024-04-30,P003,製品C,292,2000,584000,火,4,2024
2024-04-30,P004,製品D,295,2500,737500,火,4,2024
2024-04-30,P005,製品E,328,3000,984000,火,4,2024
2024-05-01,P001,製品A,135,1000,135000,水,5,2024
2024-05-01,P002,製品B,210,1500,315000,水,5,2024
2024-05-01,P003,製品C,273,2000,546000,水,5,2024
2024-05-01,P004,製品D,326,2500,815000,水,5,2024
2024-05-01,P005,製品E,440,3000,1320000,水,5,2024
2024-05-02,P001,製品A,132,1000,132000,木,5,2024
2024-05-02,P002,製品B,186,1500,279000,木,5,2024
2024-05-02,P003,製品C,265,2000,530000,木,5,2024
2024-05-02,P004,製品D,351,2500,877500,木,5,2024
2024-05-02,P005,製品E,425,3000,1275000,木,5,2024
2024-05-03,P001,製品A,125,1000,125000,金,5,2024
2024-05-03,P002,製品B,213,1500,319500,金,5,2024
2024-05-03,P003,製品C,270,2000,540000,金,5,2024
2024-05-03,P004,製品D,313,2500,782500,金,5,2024
2024-05-03,P005,製品E,380,3000,1140000,金,5,2024
2024-05-04,P001,製品A,96,1000,96000,土,5,2024
2024-05-04,P002,製品B,164,1500,246000,土,5,2024
2024-05-04,P003,製品C,173,2000,346000,土,5,2024
2024-05-04,P004,製品D,218,2500,545000,土,5,2024
2024-05-04,P005,製品E,325,3000,975000,土,5,2024
2024-05-05,P001,製品A,69,1000,69000,日,5,2024
2024-05-05,P002,製品B,112,1500,168000,日,5,2024
2024-05-05,P003,製品C,127,2000,254000,日,5,2024
2024-05-05,P004,製品D,200,2500,500000,日,5,2024
2024-05-05,P005,製品E,208,3000,624000,日,5,2024
2024-05-06,P001,製品A,155,1000,155000,月,5,2024
2024-05-06,P002,製品B,180,1500,270000,月,5,2024
2024-05-06,P003,製品C,315,2000,630000,月,5,2024
2024-05-06,P004,製品D,393,2500,982500,月,5,2024
2024-05-06,P005,製品E,431,3000,1293000,月,5,2024
2024-05-07,P001,製品A,130,1000,130000,火,5,2024
2024-05-07,P002,製品B,191,1500,286500,火,5,2024
2024-05-07,P003,製品C,290,2000,580000,火,5,2024
2024-05-07,P004,製品D,362,2500,905000,火,5,2024
2024-05-07,P005,製品E,379,3000,1137000,火,5,2024
2024-05-08,P001,製品A,154,1000,154000,水,5,2024
2024-05-08,P002,製品B,221,1500,331500,水,5,2024
2024-05-08,P003,製品C,262,2000,524000,水,5,2024
2024-05-08,P004,製品D,386,2500,965000,水,5,2024
2024-05-08,P005,製品E,368,3000,1104000,水,5,2024
2024-05-09,P001,製品A,131,1000,131000,木,5,2024
2024-05-09,P002,製品B,214,1500,321000,木,5,2024
2024-05-09,P003,製品C,305,2000,610000,木,5,2024
2024-05-09,P004,製品D,320,2500,800000,木,5,2024
2024-05-09,P005,製品E,442,3000,1326000,木,5,2024
2024-05-10,P001,製品A,147,1000,147000,金,5,2024
2024-05-10,P002,製品B,200,1500,300000,金,5,2024
2024-05-10,P003,製品C,253,2000,506000,金,5,2024
2024-05-10,P004,製品D,383,2500,957500,金,5,2024
2024-05-10,P005,製品E,465,3000,1395000,金,5,2024
2024-05-11,P001,製品A,113,1000,113000,土,5,2024
2024-05-11,P002,製品B,137,1500,205500,土,5,2024
2024-05-11,P003,製品C,201,2000,402000,土,5,2024
2024-05-11,P004,製品D,238,2500,595000,土,5,2024
2024-05-11,P005,製品E,322,3000,966000,土,5,2024
2024-05-12,P001,製品A,65,1000,65000,日,5,2024
2024-05-12,P002,製品B,91,1500,136500,日,5,2024
2024-05-12,P003,製品C,161,2000,322000,日,5,2024
2024-05-12,P004,製品D,165,2500,412500,日,5,2024
2024-05-12,P005,製品E,213,3000,639000,日,5,2024
2024-05-13,P001,製品A,144,1000,144000,月,5,2024
2024-05-13,P002,製品B,189,1500,283500,月,5,2024
2024-05-13,P003,製品C,299,2000,598000,月,5,2024
2024-05-13,P004,製品D,403,2500,1007500,月,5,2024
2024-05-13,P005,製品E,454,3000,1362000,月,5,2024
2024-05-14,P001,製品A,147,1000,147000,火,5,2024
2024-05-14,P002,製品B,221,1500,331500,火,5,2024
2024-05-14,P003,製品C,280,2000,560000,火,5,2024
2024-05-14,P004,製品D,386,2500,965000,火,5,2024
2024-05-14,P005,製品E,436,3000,1308000,火,5,2024
2024-05-15,P001,製品A,132,1000,132000,水,5,2024
2024-05-15,P002,製品B,202,1500,303000,水,5,2024
2024-05-15,P003,製品C,265,2000,530000,水,5,2024
2024-05-15,P004,製品D,395,2500,987500,水,5,2024
2024-05-15,P005,製品E,486,3000,1458000,水,5,2024
2024-05-16,P001,製品A,155,1000,155000,木,5,2024
2024-05-16,P002,製品B,209,1500,313500,木,5,2024
2024-05-16,P003,製品C,263,2000,526000,木,5,2024
2024-05-16,P004,製品D,390,2500,975000,木,5,2024
2024-05-16,P005,製品E,364,3000,1092000,木,5,2024
2024-05-17,P001,製品A,124,1000,124000,金,5,2024
2024-05-17,P002,製品B,197,1500,295500,金,5,2024
2024-05-17,P003,製品C,263,2000,526000,金,5,2024
2024-05-17,P004,製品D,345,2500,862500,金,5,2024
2024-05-17,P005,製品E,424,3000,1272000,金,5,2024
2024-05-18,P001,製品A,94,1000,94000,土,5,2024
2024-05-18,P002,製品B,156,1500,234000,土,5,2024
2024-05-18,P003,製品C,168,2000,336000,土,5,2024
2024-05-18,P004,製品D,210,2500,525000,土,5,2024
2024-05-18,P005,製品E,273,3000,819000,土,5,2024
2024-05-19,P001,製品A,69,1000,69000,日,5,2024
2024-05-19,P002,製品B,116,1500,174000,日,5,2024
2024-05-19,P003,製品C,139,2000,278000,日,5,2024
2024-05-19,P004,製品D,166,2500,415000,日,5,2024
2024-05-19,P005,製品E,242,3000,726000,日,5,2024
2024-05-20,P001,製品A,125,1000,125000,月,5,2024
2024-05-20,P002,製品B,216,1500,324000,月,5,2024
2024-05-20,P003,製品C,248,2000,496000,月,5,2024
2024-05-20,P004,製品D,312,2500,780000,月,5,2024
2024-05-20,P005,製品E,406,3000,1218000,月,5,2024
2024-05-21,P001,製品A,145,1000,145000,火,5,2024
2024-05-21,P002,製品B,232,1500,348000,火,5,2024
2024-05-21,P003,製品C,317,2000,634000,火,5,2024
2024-05-21,P004,製品D,300,2500,750000,火,5,2024
2024-05-21,P005,製品E,385,3000,1155000,火,5,2024
2024-05-22,P001,製品A,144,1000,144000,水,5,2024
2024-05-22,P002,製品B,209,1500,313500,水,5,2024
2024-05-22,P003,製品C,323,2000,646000,水,5,2024
2024-05-22,P004,製品D,318,2500,795000,水,5,2024
2024-05-22,P005,製品E,376,3000,1128000,水,5,2024
2024-05-23,P001,製品A,125,1000,125000,木,5,2024
2024-05-23,P002,製品B,194,1500,291000,木,5,2024
2024-05-23,P003,製品C,311,2000,622000,木,5,2024
2024-05-23,P004,製品D,398,2500,995000,木,5,2024
2024-05-23,P005,製品E,385,3000,1155000,木,5,2024
2024-05-24,P001,製品A,135,1000,135000,金,5,2024
2024-05-24,P002,製品B,219,1500,328500,金,5,2024
2024-05-24,P003,製品C,293,2000,586000,金,5,2024
2024-05-24,P004,製品D,367,2500,917500,金,5,2024
2024-05-24,P005,製品E,371,3000,1113000,金,5,2024
2024-05-25,P001,製品A,89,1000,89000,土,5,2024
2024-05-25,P002,製品B,154,1500,231000,土,5,2024
2024-05-25,P003,製品C,206,2000,412000,土,5,2024
2024-05-25,P004,製品D,265,2500,662500,土,5,2024
2024-05-25,P005,製品E,260,3000,780000,土,5,2024
2024-05-26,P001,製品A,62,1000,62000,日,5,2024
2024-05-26,P002,製品B,107,1500,160500,日,5,2024
2024-05-26,P003,製品C,132,2000,264000,日,5,2024
2024-05-26,P004,製品D,162,2500,405000,日,5,2024
2024-05-26,P005,製品E,231,3000,693000,日,5,2024
2024-05-27,P001,製品A,156,1000,156000,月,5,2024
2024-05-27,P002,製品B,188,1500,282000,月,5,2024
2024-05-27,P003,製品C,301,2000,602000,月,5,2024
2024-05-27,P004,製品D,366,2500,915000,月,5,2024
2024-05-27,P005,製品E,367,3000,1101000,月,5,2024
2024-05-28,P001,製品A,155,1000,155000,火,5,2024
2024-05-28,P002,製品B,198,1500,297000,火,5,2024
2024-05-28,P003,製品C,241,2000,482000,火,5,2024
2024-05-28,P004,製品D,346,2500,865000,火,5,2024
2024-05-28,P005,製品E,441,3000,1323000,火,5,2024
2024-05-29,P001,製品A,127,1000,127000,水,5,2024
2024-05-29,P002,製品B,200,1500,300000,水,5,2024
2024-05-29,P003,製品C,259,2000,518000,水,5,2024
2024-05-29,P004,製品D,359,2500,897500,水,5,2024
2024-05-29,P005,製品E,401,3000,1203000,水,5,2024
2024-05-30,P001,製品A,147,1000,147000,木,5,2024
2024-05-30,P002,製品B,233,1500,349500,木,5,2024
2024-05-30,P003,製品C,279,2000,558000,木,5,2024
2024-05-30,P004,製品D,313,2500,782500,木,5,2024
2024-05-30,P005,製品E,387,3000,1161000,木,5,2024
2024-05-31,P001,製品A,148,1000,148000,金,5,2024
2024-05-31,P002,製品B,230,1500,345000,金,5,2024
2024-05-31,P003,製品C,319,2000,638000,金,5,2024
2024-05-31,P004,製品D,349,2500,872500,金,5,2024
2024-05-31,P005,製品E,395,3000,1185000,金,5,2024
2024-06-01,P001,製品A,110,1000,110000,土,6,2024
2024-06-01,P002,製品B,163,1500,244500,土,6,2024
2024-06-01,P003,製品C,228,2000,456000,土,6,2024
2024-06-01,P004,製品D,290,2500,725000,土,6,2024
2024-06-01,P005,製品E,284,3000,852000,土,6,2024
2024-06-02,P001,製品A,68,1000,68000,日,6,2024
2024-06-02,P002,製品B,100,1500,150000,日,6,2024
2024-06-02,P003,製品C,153,2000,306000,日,6,2024
2024-06-02,P004,製品D,189,2500,472500,日,6,2024
2024-06-02,P005,製品E,202,3000,606000,日,6,2024
2024-06-03,P001,製品A,127,1000,127000,月,6,2024
2024-06-03,P002,製品B,199,1500,298500,月,6,2024
2024-06-03,P003,製品C,327,2000,654000,月,6,2024
2024-06-03,P004,製品D,375,2500,937500,月,6,2024
2024-06-03,P005,製品E,443,3000,1329000,月,6,2024
2024-06-04,P001,製品A,163,1000,163000,火,6,2024
2024-06-04,P002,製品B,196,1500,294000,火,6,2024
2024-06-04,P003,製品C,308,2000,616000,火,6,2024
2024-06-04,P004,製品D,361,2500,902500,火,6,2024
2024-06-04,P005,製品E,399,3000,1197000,火,6,2024
2024-06-05,P001,製品A,154,1000,154000,水,6,2024
2024-06-05,P002,製品B,190,1500,285000,水,6,2024
2024-06-05,P003,製品C,268,2000,536000,水,6,2024
2024-06-05,P004,製品D,323,2500,807500,水,6,2024
2024-06-05,P005,製品E,466,3000,1398000,水,6,2024
2024-06-06,P001,製品A,155,1000,155000,木,6,2024
2024-06-06,P002,製品B,218,1500,327000,木,6,2024
2024-06-06,P003,製品C,250,2000,500000,木,6,2024
2024-06-06,P004,製品D,343,2500,857500,木,6,2024
2024-06-06,P005,製品E,402,3000,1206000,木,6,2024
2024-06-07,P001,製品A,151,1000,151000,金,6,2024
2024-06-07,P002,製品B,231,1500,346500,金,6,2024
2024-06-07,P003,製品C,335,2000,670000,金,6,2024
2024-06-07,P004,製品D,362,2500,905000,金,6,2024
2024-06-07,P005,製品E,486,3000,1458000,金,6,2024
2024-06-08,P001,製品A,112,1000,112000,土,6,2024
2024-06-08,P002,製品B,165,1500,247500,土,6,2024
2024-06-08,P003,製品C,195,2000,390000,土,6,2024
2024-06-08,P004,製品D,225,2500,562500,土,6,2024
2024-06-08,P005,製品E,298,3000,894000,土,6,2024
2024-06-09,P001,製品A,66,1000,66000,日,6,2024
2024-06-09,P002,製品B,104,1500,156000,日,6,2024
2024-06-09,P003,製品C,152,2000,304000,日,6,2024
2024-06-09,P004,製品D,175,2500,437500,日,6,2024
2024-06-09,P005,製品E,247,3000,741000,日,6,2024
2024-06-10,P001,製品A,138,1000,138000,月,6,2024
2024-06-10,P002,製品B,234,1500,351000,月,6,2024
2024-06-10,P003,製品C,271,2000,542000,月,6,2024
2024-06-10,P004,製品D,311,2500,777500,月,6,2024
2024-06-10,P005,製品E,498,3000,1494000,月,6,2024
2024-06-11,P001,製品A,161,1000,161000,火,6,2024
2024-06-11,P002,製品B,223,1500,334500,火,6,2024
2024-06-11,P003,製品C,317,2000,634000,火,6,2024
2024-06-11,P004,製品D,403,2500,1007500,火,6,2024
2024-06-11,P005,製品E,447,3000,1341000,火,6,2024
2024-06-12,P001,製品A,125,1000,125000,水,6,2024
2024-06-12,P002,製品B,239,1500,358500,水,6,2024
2024-06-12,P003,製品C,263,2000,526000,水,6,2024
2024-06-12,P004,製品D,401,2500,1002500,水,6,2024
2024-06-12,P005,製品E,458,3000,1374000,水,6,2024
2024-06-13,P001,製品A,148,1000,148000,木,6,2024
2024-06-13,P002,製品B,239,1500,358500,木,6,2024
2024-06-13,P003,製品C,260,2000,520000,木,6,2024
2024-06-13,P004,製品D,392,2500,980000,木,6,2024
2024-06-13,P005,製品E,449,3000,1347000,木,6,2024
2024-06-14,P001,製品A,131,1000,131000,金,6,2024
2024-06-14,P002,製品B,197,1500,295500,金,6,2024
2024-06-14,P003,製品C,281,2000,562000,金,6,2024
2024-06-14,P004,製品D,381,2500,952500,金,6,2024
2024-06-14,P005,製品E,497,3000,1491000,金,6,2024
2024-06-15,P001,製品A,110,1000,110000,土,6,2024
2024-06-15,P002,製品B,141,1500,211500,土,6,2024
2024-06-15,P003,製品C,209,2000,418000,土,6,2024
2024-06-15,P004,製品D,292,2500,730000,土,6,2024
2024-06-15,P005,製品E,295,3000,885000,土,6,2024
2024-06-16,P001,製品A,63,1000,63000,日,6,2024
2024-06-16,P002,製品B,106,1500,159000,日,6,2024
2024-06-16,P003,製品C,129,2000,258000,日,6,2024
2024-06-16,P004,製品D,184,2500,460000,日,6,2024
2024-06-16,P005,製品E,246,3000,738000,日,6,2024
2024-06-17,P001,製品A,134,1000,134000,月,6,2024
2024-06-17,P002,製品B,208,1500,312000,月,6,2024
2024-06-17,P003,製品C,287,2000,574000,月,6,2024
2024-06-17,P004,製品D,353,2500,882500,月,6,2024
2024-06-17,P005,製品E,459,3000,1377000,月,6,2024
2024-06-18,P001,製品A,125,1000,125000,火,6,2024
2024-06-18,P002,製品B,244,1500,366000,火,6,2024
2024-06-18,P003,製品C,252,2000,504000,火,6,2024
2024-06-18,P004,製品D,362,2500,905000,火,6,2024
2024-06-18,P005,製品E,425,3000,1275000,火,6,2024
2024-06-19,P001,製品A,128,1000,128000,水,6,2024
2024-06-19,P002,製品B,228,1500,342000,水,6,2024
2024-06-19,P003,製品C,282,2000,564000,水,6,2024
2024-06-19,P004,製品D,391,2500,977500,水,6,2024
2024-06-19,P005,製品E,496,3000,1488000,水,6,2024
2024-06-20,P001,製品A,166,1000,166000,木,6,2024
2024-06-20,P002,製品B,191,1500,286500,木,6,2024
2024-06-20,P003,製品C,278,2000,556000,木,6,2024
2024-06-20,P004,製品D,329,2500,822500,木,6,2024
2024-06-20,P005,製品E,401,3000,1203000,木,6,2024
2024-06-21,P001,製品A,131,1000,131000,金,6,2024
2024-06-21,P002,製品B,236,1500,354000,金,6,2024
2024-06-21,P003,製品C,282,2000,564000,金,6,2024
2024-06-21,P004,製品D,389,2500,972500,金,6,2024
2024-06-21,P005,製品E,425,3000,1275000,金,6,2024
2024-06-22,P001,製品A,102,1000,102000,土,6,2024
2024-06-22,P002,製品B,158,1500,237000,土,6,2024
2024-06-22,P003,製品C,210,2000,420000,土,6,2024
2024-06-22,P004,製品D,227,2500,567500,土,6,2024
2024-06-22,P005,製品E,312,3000,936000,土,6,2024
2024-06-23,P001,製品A,74,1000,74000,日,6,2024
2024-06-23,P002,製品B,101,1500,151500,日,6,2024
2024-06-23,P003,製品C,154,2000,308000,日,6,2024
2024-06-23,P004,製品D,186,2500,465000,日,6,2024
2024-06-23,P005,製品E,218,3000,654000,日,6,2024
2024-06-24,P001,製品A,165,1000,165000,月,6,2024
2024-06-24,P002,製品B,213,1500,319500,月,6,2024
2024-06-24,P003,製品C,302,2000,604000,月,6,2024
2024-06-24,P004,製品D,389,2500,972500,月,6,2024
2024-06-24,P005,製品E,491,3000,1473000,月,6,2024
2024-06-25,P001,製品A,149,1000,149000,火,6,2024
2024-06-25,P002,製品B,249,1500,373500,火,6,2024
2024-06-25,P003,製品C,282,2000,564000,火,6,2024
2024-06-25,P004,製品D,379,2500,947500,火,6,2024
2024-06-25,P005,製品E,460,3000,1380000,火,6,2024
2024-06-26,P001,製品A,136,1000,136000,水,6,2024
2024-06-26,P002,製品B,234,1500,351000,水,6,2024
2024-06-26,P003,製品C,289,2000,578000,水,6,2024
2024-06-26,P004,製品D,351,2500,877500,水,6,2024
2024-06-26,P005,製品E,377,3000,1131000,水,6,2024
2024-06-27,P001,製品A,128,1000,128000,木,6,2024
2024-06-27,P002,製品B,190,1500,285000,木,6,2024
2024-06-27,P003,製品C,285,2000,570000,木,6,2024
2024-06-27,P004,製品D,324,2500,810000,木,6,2024
2024-06-27,P005,製品E,454,3000,1362000,木,6,2024
2024-06-28,P001,製品A,129,1000,129000,金,6,2024
2024-06-28,P002,製品B,203,1500,304500,金,6,2024
2024-06-28,P003,製品C,316,2000,632000,金,6,2024
2024-06-28,P004,製品D,410,2500,1025000,金,6,2024
2024-06-28,P005,製品E,422,3000,1266000,金,6,2024
2024-06-29,P001,製品A,115,1000,115000,土,6,2024
2024-06-29,P002,製品B,169,1500,253500,土,6,2024
2024-06-29,P003,製品C,181,2000,362000,土,6,2024
2024-06-29,P004,製品D,260,2500,650000,土,6,2024
2024-06-29,P005,製品E,312,3000,936000,土,6,2024
2024-06-30,P001,製品A,68,1000,68000,日,6,2024
2024-06-30,P002,製品B,106,1500,159000,日,6,2024
2024-06-30,P003,製品C,124,2000,248000,日,6,2024
2024-06-30,P004,製品D,190,2500,475000,日,6,2024
2024-06-30,P005,製品E,232,3000,696000,日,6,2024
2024-07-01,P001,製品A,154,1000,154000,月,7,2024
2024-07-01,P002,製品B,242,1500,363000,月,7,2024
2024-07-01,P003,製品C,287,2000,574000,月,7,2024
2024-07-01,P004,製品D,332,2500,830000,月,7,2024
2024-07-01,P005,製品E,387,3000,1161000,月,7,2024
2024-07-02,P001,製品A,149,1000,149000,火,7,2024
2024-07-02,P002,製品B,229,1500,343500,火,7,2024
2024-07-02,P003,製品C,281,2000,562000,火,7,2024
2024-07-02,P004,製品D,377,2500,942500,火,7,2024
2024-07-02,P005,製品E,382,3000,1146000,火,7,2024
2024-07-03,P001,製品A,157,1000,157000,水,7,2024
2024-07-03,P002,製品B,196,1500,294000,水,7,2024
2024-07-03,P003,製品C,284,2000,568000,水,7,2024
2024-07-03,P004,製品D,335,2500,837500,水,7,2024
2024-07-03,P005,製品E,441,3000,1323000,水,7,2024
2024-07-04,P001,製品A,150,1000,150000,木,7,2024
2024-07-04,P002,製品B,186,1500,279000,木,7,2024
2024-07-04,P003,製品C,321,2000,642000,木,7,2024
2024-07-04,P004,製品D,340,2500,850000,木,7,2024
2024-07-04,P005,製品E,365,3000,1095000,木,7,2024
2024-07-05,P001,製品A,149,1000,149000,金,7,2024
2024-07-05,P002,製品B,235,1500,352500,金,7,2024
2024-07-05,P003,製品C,326,2000,652000,金,7,2024
2024-07-05,P004,製品D,328,2500,820000,金,7,2024
2024-07-05,P005,製品E,456,3000,1368000,金,7,2024
2024-07-06,P001,製品A,113,1000,113000,土,7,2024
2024-07-06,P002,製品B,155,1500,232500,土,7,2024
2024-07-06,P003,製品C,211,2000,422000,土,7,2024
2024-07-06,P004,製品D,269,2500,672500,土,7,2024
2024-07-06,P005,製品E,266,3000,798000,土,7,2024
2024-07-07,P001,製品A,70,1000,70000,日,7,2024
2024-07-07,P002,製品B,102,1500,153000,日,7,2024
2024-07-07,P003,製品C,148,2000,296000,日,7,2024
2024-07-07,P004,製品D,189,2500,472500,日,7,2024
2024-07-07,P005,製品E,242,3000,726000,日,7,2024
2024-07-08,P001,製品A,144,1000,144000,月,7,2024
2024-07-08,P002,製品B,200,1500,300000,月,7,2024
2024-07-08,P003,製品C,285,2000,570000,月,7,2024
2024-07-08,P004,製品D,357,2500,892500,月,7,2024
2024-07-08,P005,製品E,446,3000,1338000,月,7,2024
2024-07-09,P001,製品A,139,1000,139000,火,7,2024
2024-07-09,P002,製品B,197,1500,295500,火,7,2024
2024-07-09,P003,製品C,288,2000,576000,火,7,2024
2024-07-09,P004,製品D,375,2500,937500,火,7,2024
2024-07-09,P005,製品E,463,3000,1389000,火,7,2024
2024-07-10,P001,製品A,127,1000,127000,水,7,2024
2024-07-10,P002,製品B,186,1500,279000,水,7,2024
2024-07-10,P003,製品C,293,2000,586000,水,7,2024
2024-07-10,P004,製品D,400,2500,1000000,水,7,2024
2024-07-10,P005,製品E,406,3000,1218000,水,7,2024
2024-07-11,P001,製品A,127,1000,127000,木,7,2024
2024-07-11,P002,製品B,204,1500,306000,木,7,2024
2024-07-11,P003,製品C,324,2000,648000,木,7,2024
2024-07-11,P004,製品D,326,2500,815000,木,7,2024
2024-07-11,P005,製品E,440,3000,1320000,木,7,2024
2024-07-12,P001,製品A,144,1000,144000,金,7,2024
2024-07-12,P002,製品B,211,1500,316500,金,7,2024
2024-07-12,P003,製品C,252,2000,504000,金,7,2024
2024-07-12,P004,製品D,310,2500,775000,金,7,2024
2024-07-12,P005,製品E,405,3000,1215000,金,7,2024
2024-07-13,P001,製品A,86,1000,86000,土,7,2024
2024-07-13,P002,製品B,170,1500,255000,土,7,2024
2024-07-13,P003,製品C,205,2000,410000,土,7,2024
2024-07-13,P004,製品D,269,2500,672500,土,7,2024
2024-07-13,P005,製品E,267,3000,801000,土,7,2024
2024-07-14,P001,製品A,76,1000,76000,日,7,2024
2024-07-14,P002,製品B,109,1500,163500,日,7,2024
2024-07-14,P003,製品C,135,2000,270000,日,7,2024
2024-07-14,P004,製品D,196,2500,490000,日,7,2024
2024-07-14,P005,製品E,233,3000,699000,日,7,2024
2024-07-15,P001,製品A,163,1000,163000,月,7,2024
2024-07-15,P002,製品B,207,1500,310500,月,7,2024
2024-07-15,P003,製品C,312,2000,624000,月,7,2024
2024-07-15,P004,製品D,351,2500,877500,月,7,2024
2024-07-15,P005,製品E,453,3000,1359000,月,7,2024
2024-07-16,P001,製品A,135,1000,135000,火,7,2024
2024-07-16,P002,製品B,228,1500,342000,火,7,2024
2024-07-16,P003,製品C,317,2000,634000,火,7,2024
2024-07-16,P004,製品D,347,2500,867500,火,7,2024
2024-07-16,P005,製品E,382,3000,1146000,火,7,2024
2024-07-17,P001,製品A,126,1000,126000,水,7,2024
2024-07-17,P002,製品B,241,1500,361500,水,7,2024
2024-07-17,P003,製品C,246,2000,492000,水,7,2024
2024-07-17,P004,製品D,407,2500,1017500,水,7,2024
2024-07-17,P005,製品E,388,3000,1164000,水,7,2024
2024-07-18,P001,製品A,139,1000,139000,木,7,2024
2024-07-18,P002,製品B,182,1500,273000,木,7,2024
2024-07-18,P003,製品C,260,2000,520000,木,7,2024
2024-07-18,P004,製品D,337,2500,842500,木,7,2024
